1 1765360146 0.000000 1 0.000000 0.000000 0.000000
2 1765360146 0.000000 1 0.000000 0.000000 0.000000
3 1765360146 0.000000 1 0.000000 0.000000 0.000000
4 1765360146 0.000000 1 0.000000 0.000000 0.000000
1 1765360147 0.000000 1 0.000000 0.000000 0.000000
2 1765360147 0.000000 1 0.000000 0.000000 0.000000
3 1765360147 0.000000 1 0.000000 0.000000 0.000000
4 1765360147 0.000000 1 0.000000 0.000000 0.000000
1 1765360148 0.000000 1 0.000000 0.000000 0.000000
2 1765360148 0.000000 1 0.000000 0.000000 0.000000
3 1765360148 0.000000 1 0.000000 0.000000 0.000000
4 1765360148 0.000000 1 0.000000 0.000000 0.000000
1 1765360149 0.000000 1 0.000000 0.000000 0.000000
2 1765360149 0.000000 1 0.000000 0.000000 0.000000
3 1765360149 0.000000 1 0.000000 0.000000 0.000000
4 1765360149 0.000000 1 0.000000 0.000000 0.000000
1 1765360150 0.000000 1 0.000000 0.000000 0.000000
2 1765360150 0.000000 1 0.000000 0.000000 0.000000
3 1765360150 0.000000 1 0.000000 0.000000 0.000000
4 1765360150 0.000000 1 0.000000 0.000000 0.000000
1 1765360151 1.000000 1 1.000000 1.000000 1.000000
2 1765360151 0.000000 1 0.000000 0.000000 0.000000
3 1765360151 0.000000 1 0.000000 0.000000 0.000000
4 1765360151 0.000000 1 0.000000 0.000000 0.000000
1 1765360152 1.000000 1 1.000000 1.000000 1.000000
2 1765360152 0.000000 1 0.000000 0.000000 0.000000
3 1765360152 0.000000 1 0.000000 0.000000 0.000000
4 1765360152 0.000000 1 0.000000 0.000000 0.000000
1 1765360153 1.000000 1 1.000000 1.000000 1.000000
2 1765360153 0.000000 1 0.000000 0.000000 0.000000
3 1765360153 0.000000 1 0.000000 0.000000 0.000000
4 1765360153 0.000000 1 0.000000 0.000000 0.000000
1 1765360154 1.000000 1 1.000000 1.000000 1.000000
2 1765360154 0.000000 1 0.000000 0.000000 0.000000
3 1765360154 0.000000 1 0.000000 0.000000 0.000000
4 1765360154 0.000000 1 0.000000 0.000000 0.000000
1 1765360155 1.000000 1 1.000000 1.000000 1.000000
2 1765360155 0.000000 1 0.000000 0.000000 0.000000
3 1765360155 0.000000 1 0.000000 0.000000 0.000000
4 1765360155 0.000000 1 0.000000 0.000000 0.000000
1 1765360156 1.000000 1 1.000000 1.000000 1.000000
2 1765360156 0.000000 1 0.000000 0.000000 0.000000
3 1765360156 0.000000 1 0.000000 0.000000 0.000000
4 1765360156 0.000000 1 0.000000 0.000000 0.000000
1 1765360157 1.000000 1 1.000000 1.000000 1.000000
2 1765360157 0.000000 1 0.000000 0.000000 0.000000
3 1765360157 0.000000 1 0.000000 0.000000 0.000000
4 1765360157 0.000000 1 0.000000 0.000000 0.000000
1 1765360158 1.000000 1 1.000000 1.000000 1.000000
2 1765360158 0.000000 1 0.000000 0.000000 0.000000
3 1765360158 0.000000 1 0.000000 0.000000 0.000000
4 1765360158 0.000000 1 0.000000 0.000000 0.000000
1 1765360159 1.000000 1 1.000000 1.000000 1.000000
2 1765360159 0.000000 1 0.000000 0.000000 0.000000
3 1765360159 0.000000 1 0.000000 0.000000 0.000000
4 1765360159 0.000000 1 0.000000 0.000000 0.000000
1 1765360160 1.000000 1 1.000000 1.000000 1.000000
2 1765360160 0.000000 1 0.000000 0.000000 0.000000
3 1765360160 0.000000 1 0.000000 0.000000 0.000000
4 1765360160 0.000000 1 0.000000 0.000000 0.000000
1 1765360161 1.000000 1 1.000000 1.000000 1.000000
2 1765360161 0.000000 1 0.000000 0.000000 0.000000
3 1765360161 0.000000 1 0.000000 0.000000 0.000000
4 1765360161 0.000000 1 0.000000 0.000000 0.000000
1 1765360162 2.000000 1 2.000000 2.000000 2.000000
2 1765360162 0.000000 1 0.000000 0.000000 0.000000
3 1765360162 0.000000 1 0.000000 0.000000 0.000000
4 1765360162 0.000000 1 0.000000 0.000000 0.000000
1 1765360163 2.000000 1 2.000000 2.000000 2.000000
2 1765360163 0.000000 1 0.000000 0.000000 0.000000
3 1765360163 0.000000 1 0.000000 0.000000 0.000000
4 1765360163 0.000000 1 0.000000 0.000000 0.000000
1 1765360164 2.000000 1 2.000000 2.000000 2.000000
2 1765360164 0.000000 1 0.000000 0.000000 0.000000
3 1765360164 0.000000 1 0.000000 0.000000 0.000000
4 1765360164 0.000000 1 0.000000 0.000000 0.000000
1 1765360165 2.000000 1 2.000000 2.000000 2.000000
2 1765360165 0.000000 1 0.000000 0.000000 0.000000
3 1765360165 0.000000 1 0.000000 0.000000 0.000000
4 1765360165 0.000000 1 0.000000 0.000000 0.000000
1 1765360166 2.000000 1 2.000000 2.000000 2.000000
2 1765360166 0.000000 1 0.000000 0.000000 0.000000
3 1765360166 0.000000 1 0.000000 0.000000 0.000000
4 1765360166 0.000000 1 0.000000 0.000000 0.000000
1 1765360167 2.000000 1 2.000000 2.000000 2.000000
2 1765360167 0.000000 1 0.000000 0.000000 0.000000
3 1765360167 0.000000 1 0.000000 0.000000 0.000000
4 1765360167 0.000000 1 0.000000 0.000000 0.000000
1 1765360168 2.000000 1 2.000000 2.000000 2.000000
2 1765360168 0.000000 1 0.000000 0.000000 0.000000
3 1765360168 0.000000 1 0.000000 0.000000 0.000000
4 1765360168 0.000000 1 0.000000 0.000000 0.000000
1 1765360169 2.000000 1 2.000000 2.000000 2.000000
2 1765360169 0.000000 1 0.000000 0.000000 0.000000
3 1765360169 0.000000 1 0.000000 0.000000 0.000000
4 1765360169 0.000000 1 0.000000 0.000000 0.000000
1 1765360170 2.000000 1 2.000000 2.000000 2.000000
2 1765360170 0.000000 1 0.000000 0.000000 0.000000
