101 1765360390 1.000000 -1 1.000000 1.000000 1.000000
101 1765360400 1.000000 -1 1.000000 1.000000 1.000000
101 1765360405 1.000000 -1 1.000000 1.000000 1.000000
101 1765360410 1.000000 -1 1.000000 1.000000 1.000000
101 1765360415 1.000000 -1 1.000000 1.000000 1.000000
101 1765360420 1.000000 -1 1.000000 1.000000 1.000000
101 1765360425 1.000000 -1 1.000000 1.000000 1.000000
101 1765360430 1.000000 -1 1.000000 1.000000 1.000000
101 1765360435 1.000000 -1 1.000000 1.000000 1.000000
101 1765360440 1.000000 -1 1.000000 1.000000 1.000000
