1765379945	0	1765379950
1765379950	1	1765379961
1765379961	2	1765379973
1765379973	3	1765379985
1765379985	4	1765379997
1765379997	5	1765380010
1765380010	6	1765380021
1765380021	7	1765380033
1765380033	8	1765380045
1765380045	9	1765380058
1765380058	10	1765380194
1765380194	9	1765380203
1765380203	8	1765380209
1765380209	7	1765380213
1765380213	6	1765380218
1765380218	5	1765380222
1765380222	4	1765380226
1765380226	3	1765380230
1765380230	2	1765380235
1765380235	1	1765380240
